title,price,rating,stock,category_avg_price,category_median_price,price_deviation_from_category,price_percentile_in_category,brand_trend_score,category_trend_score,demand_score,estimated_time_to_sell,predicted_market_price,pricing_gap,platform_fee_estimate,expected_resale_profit,brand_Annibale Colombo,brand_Apple,brand_Asus,brand_Attitude,brand_Bath Trends,brand_Beats,brand_Calvin Klein,brand_Casual Comfort,brand_Chanel,brand_Chic Cosmetics,brand_Chrysler,brand_Classic Wear,brand_Comfort Trends,brand_Dell,brand_Dior,brand_Dodge,brand_Dolce & Gabbana,brand_Elegance Collection,brand_Essence,brand_Fashion Co.,brand_Fashion Diva,brand_Fashion Express,brand_Fashion Fun,brand_Fashion Gold,brand_Fashion Shades,brand_Fashion Timepieces,brand_Fashion Trends,brand_Fashionista,brand_Furniture Co.,brand_GadgetMaster,brand_Generic Motors,brand_Gigabyte,brand_Glamour Beauty,brand_Gucci,brand_Heshe,brand_Huawei,brand_IWC,brand_Kawasaki,brand_Knoll,brand_Lenovo,brand_Longines,brand_MotoGP,brand_Nail Couture,brand_Nike,brand_Off White,brand_Olay,brand_Oppo,brand_Pampi,brand_Prada,brand_ProVision,brand_Puma,brand_Realme,brand_Rolex,brand_Samsung,brand_ScootMaster,brand_SnapTech,brand_SpeedMaster,brand_TechGear,brand_Unknown,brand_Urban Chic,brand_Vaseline,brand_Velvet Touch,brand_Vivo,category_fragrances,category_furniture,category_groceries,category_home-decoration,category_kitchen-accessories,category_laptops,category_mens-shirts,category_mens-shoes,category_mens-watches,category_mobile-accessories,category_motorcycle,category_skin-care,category_smartphones,category_sports-accessories,category_sunglasses,category_tablets,category_tops,category_vehicle,category_womens-bags,category_womens-dresses,category_womens-jewellery,category_womens-shoes,category_womens-watches
Table Lamp,49.99,3.55,9,38.99,39.99,11.000000000000009,0.8,1.0,5,17.75,1.6,38.99,-11.000000000000009,3.1192,-14.119200000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bamboo Spatula,7.99,3.27,37,17.69,10.49,-9.7,0.35,1.0,30,98.1,0.3027245206861756,17.69,9.7,1.4152000000000002,8.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Aluminium Cup,5.99,4.46,75,17.69,10.49,-11.7,0.2,1.0,30,133.8,0.2225519287833827,17.69,11.7,1.4152000000000002,10.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Whisk,9.99,3.9,73,17.69,10.49,-7.700000000000001,0.4833333333333333,1.0,30,117.0,0.2542372881355932,17.69,7.700000000000001,1.4152000000000002,6.284800000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boxed Blender,39.99,4.56,9,17.69,10.49,22.3,0.9166666666666666,1.0,30,136.79999999999998,0.2177068214804064,17.69,-22.3,1.4152000000000002,-23.7152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carbon Steel Wok,29.99,4.05,40,17.69,10.49,12.299999999999995,0.8333333333333334,1.0,30,121.5,0.2448979591836734,17.69,-12.299999999999995,1.4152000000000002,-13.715199999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chopping Board,12.99,3.7,14,17.69,10.49,-4.700000000000001,0.6166666666666667,1.0,30,111.0,0.2678571428571428,17.69,4.700000000000001,1.4152000000000002,3.2848000000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citrus Squeezer Yellow,8.99,4.63,22,17.69,10.49,-8.700000000000001,0.4166666666666667,1.0,30,138.9,0.2144388849177984,17.69,8.700000000000001,1.4152000000000002,7.284800000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Egg Slicer,6.99,3.09,40,17.69,10.49,-10.7,0.2833333333333333,1.0,30,92.7,0.32017075773746,17.69,10.7,1.4152000000000002,9.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Electric Stove,49.99,4.11,21,17.69,10.49,32.3,0.9666666666666668,1.0,30,123.3,0.2413515687851971,17.69,-32.3,1.4152000000000002,-33.7152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fine Mesh Strainer,9.99,3.04,85,17.69,10.49,-7.700000000000001,0.4833333333333333,1.0,30,91.2,0.3253796095444685,17.69,7.700000000000001,1.4152000000000002,6.284800000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fork,3.99,3.11,7,17.69,10.49,-13.7,0.05,1.0,30,93.3,0.3181336161187699,17.69,13.7,1.4152000000000002,12.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Glass,4.99,4.02,46,17.69,10.49,-12.7,0.1166666666666666,1.0,30,120.6,0.2467105263157895,17.69,12.7,1.4152000000000002,11.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Grater Black,10.99,3.21,84,17.69,10.49,-6.700000000000001,0.5333333333333333,1.0,30,96.3,0.3083247687564234,17.69,6.700000000000001,1.4152000000000002,5.284800000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hand Blender,34.99,3.86,84,17.69,10.49,17.3,0.8666666666666667,1.0,30,115.8,0.2568493150684932,17.69,-17.3,1.4152000000000002,-18.7152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ice Cube Tray,5.99,4.71,13,17.69,10.49,-11.7,0.2,1.0,30,141.3,0.2108222066057624,17.69,11.7,1.4152000000000002,10.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kitchen Sieve,7.99,3.09,68,17.69,10.49,-9.7,0.35,1.0,30,92.7,0.32017075773746,17.69,9.7,1.4152000000000002,8.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Knife,14.99,3.26,7,17.69,10.49,-2.700000000000001,0.6666666666666666,1.0,30,97.8,0.3036437246963563,17.69,2.700000000000001,1.4152000000000002,1.2848000000000008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lunch Box,12.99,4.93,94,17.69,10.49,-4.700000000000001,0.6166666666666667,1.0,30,147.89999999999998,0.2014775016789792,17.69,4.700000000000001,1.4152000000000002,3.2848000000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Microwave Oven,89.99,4.82,59,17.69,10.49,72.3,1.0,1.0,30,144.60000000000002,0.206043956043956,17.69,-72.3,1.4152000000000002,-73.7152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mug Tree Stand,15.99,2.64,88,17.69,10.49,-1.700000000000001,0.7,1.0,30,79.2,0.3740648379052368,17.69,1.700000000000001,1.4152000000000002,0.2848000000000008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pan,24.99,2.79,90,17.69,10.49,7.299999999999997,0.8,1.0,30,83.7,0.3541912632821724,17.69,-7.299999999999997,1.4152000000000002,-8.715199999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plate,3.99,3.65,66,17.69,10.49,-13.7,0.05,1.0,30,109.5,0.2714932126696832,17.69,13.7,1.4152000000000002,12.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Red Tongs,6.99,4.42,82,17.69,10.49,-10.7,0.2833333333333333,1.0,30,132.6,0.2245508982035928,17.69,10.7,1.4152000000000002,9.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Silver Pot With Glass Cap,39.99,3.22,40,17.69,10.49,22.3,0.9166666666666666,1.0,30,96.6,0.3073770491803278,17.69,-22.3,1.4152000000000002,-23.7152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Slotted Turner,8.99,3.4,88,17.69,10.49,-8.700000000000001,0.4166666666666667,1.0,30,102.0,0.2912621359223301,17.69,8.700000000000001,1.4152000000000002,7.284800000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spice Rack,19.99,4.87,79,17.69,10.49,2.299999999999997,0.7666666666666667,1.0,30,146.1,0.203942895989123,17.69,-2.299999999999997,1.4152000000000002,-3.7151999999999976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spoon,4.99,4.03,59,17.69,10.49,-12.7,0.1166666666666666,1.0,30,120.9,0.2461033634126333,17.69,12.7,1.4152000000000002,11.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tray,16.99,4.62,71,17.69,10.49,-0.7000000000000028,0.7333333333333333,1.0,30,138.6,0.2148997134670487,17.69,0.7000000000000028,1.4152000000000002,-0.7151999999999974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wooden Rolling Pin,11.99,2.92,80,17.69,10.49,-5.700000000000001,0.5666666666666667,1.0,30,87.6,0.3386004514672686,17.69,5.700000000000001,1.4152000000000002,4.284800000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yellow Peeler,5.99,4.24,35,17.69,10.49,-11.7,0.2,1.0,30,127.2,0.234009360374415,17.69,11.7,1.4152000000000002,10.2848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple MacBook Pro 14 Inch Space Grey,1999.99,3.65,24,1559.99,1499.99,440.0,1.0,14.0,5,18.25,1.5584415584415583,1559.99,-440.0,124.7992,-564.7992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Asus Zenbook Pro Dual Screen Laptop,1799.99,3.95,45,1559.99,1499.99,240.0,0.8,1.0,5,19.75,1.4457831325301205,1559.99,-240.0,124.7992,-364.7992,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Huawei Matebook X Pro,1399.99,4.98,75,1559.99,1499.99,-160.0,0.4,1.0,5,24.9,1.1583011583011582,1559.99,160.0,124.7992,35.2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lenovo Yoga 920,1099.99,2.86,40,1559.99,1499.99,-460.0,0.2,1.0,5,14.3,1.9607843137254903,1559.99,460.0,124.7992,335.2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New DELL XPS 13 9300 Laptop,1499.99,2.67,74,1559.99,1499.99,-60.0,0.6,1.0,5,13.35,2.0905923344947737,1559.99,60.0,124.7992,-64.7992,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blue & Black Check Shirt,29.99,3.64,38,27.59,27.99,2.400000000000002,0.8,1.0,5,18.2,1.5625,27.59,-2.400000000000002,2.2072,-4.607200000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gigabyte Aorus Men Tshirt,24.99,3.18,90,27.59,27.99,-2.599999999999998,0.4,1.0,5,15.9,1.775147928994083,27.59,2.599999999999998,2.2072,0.392799999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Man Plaid Shirt,34.99,3.46,82,27.59,27.99,7.400000000000006,1.0,1.0,5,17.3,1.639344262295082,27.59,-7.400000000000006,2.2072,-9.607200000000006,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Man Short Sleeve Shirt,19.99,2.9,2,27.59,27.99,-7.599999999999998,0.2,1.0,5,14.5,1.935483870967742,27.59,7.599999999999998,2.2072,5.392799999999998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Men Check Shirt,27.99,2.72,95,27.59,27.99,0.4000000000000021,0.6,2.0,5,13.6,2.054794520547945,27.59,-0.4000000000000021,2.2072,-2.607200000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nike Air Jordan 1 Red And Black,149.99,4.77,7,109.99,109.99,40.0,1.0,2.0,5,23.85,1.2072434607645877,109.99,-40.0,8.7992,-48.7992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nike Baseball Cleats,79.99,3.88,12,109.99,109.99,-30.00000000000001,0.2,2.0,5,19.4,1.4705882352941178,109.99,30.00000000000001,8.7992,21.20080000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Puma Future Rider Trainers,89.99,4.9,90,109.99,109.99,-20.00000000000001,0.4,1.0,5,24.5,1.1764705882352942,109.99,20.00000000000001,8.7992,11.200800000000012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sports Sneakers Off White & Red,119.99,4.77,17,109.99,109.99,9.999999999999986,0.8,2.0,5,23.85,1.2072434607645877,109.99,-9.999999999999986,8.7992,-18.799199999999985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sports Sneakers Off White Red,109.99,4.69,62,109.99,109.99,-1.4210854715202004e-14,0.6,2.0,5,23.450000000000003,1.2269938650306746,109.99,1.4210854715202004e-14,8.7992,-8.799199999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brown Leather Belt Watch,89.99,4.19,32,8098.323333333334,9999.99,-8008.333333333334,0.1666666666666666,1.0,6,25.14,1.1476664116296862,8098.323333333334,8008.333333333334,647.8658666666668,7360.467466666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Longines Master Collection,1499.99,3.87,100,8098.323333333334,9999.99,-6598.333333333334,0.3333333333333333,1.0,6,23.22,1.2386457473162675,8098.323333333334,6598.333333333334,647.8658666666668,5950.467466666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rolex Cellini Date Black Dial,8999.99,4.97,40,8098.323333333334,9999.99,901.666666666666,0.5,6.0,6,29.82,0.9733939000648928,8098.323333333334,-901.666666666666,647.8658666666668,-1549.5325333333328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rolex Cellini Moonphase,12999.99,2.58,36,8098.323333333334,9999.99,4901.666666666666,0.8333333333333334,6.0,6,15.48,1.820388349514563,8098.323333333334,-4901.666666666666,647.8658666666668,-5549.532533333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
